6500000.0
3775000.0
2900000.0
6995000.0
20000000.0
0.0
14550000.0
0.0
16700000.0
0.0
10500000.0
800265.0
11250000.0
0.0
0.0
0.0
1373501.0
17000000.0
6490000.0
0.0
0.0
0.0
5200000.0
7140000.0
16750000.0
0.0
6588183.0
C6
C6
C6
