BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNIT,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,5394.0,4.0, ,A2,26 FINGAL STREET                         ,            ,10312.0,1.0,0.0,1.0,13406.0,4180.0,1982.0,1.0,A2,1199000.0,42242.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,5397.0,51.0, ,A1,23 EYLANDT STREET                        ,            ,10312.0,1.0,0.0,1.0,10120.0,3000.0,1985.0,1.0,A1,955000.0,42356.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,5401.0,5.0, ,A2,28 JANSEN STREET                         ,            ,10312.0,1.0,0.0,1.0,10800.0,2164.0,1980.0,1.0,A2,0.0,42339.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,5402.0,43.0, ,A1,295 HAROLD AVENUE                        ,            ,10312.0,1.0,0.0,1.0,6700.0,3348.0,1980.0,1.0,A1,0.0,42212.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,5404.0,46.0, ,A1,119 LENZIE STREET                        ,            ,10312.0,1.0,0.0,1.0,8000.0,3660.0,1998.0,1.0,A1,0.0,42263.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,5406.0,36.0, ,A1,107 ELMBANK STREET                       ,            ,10312.0,1.0,0.0,1.0,2500.0,1200.0,1999.0,1.0,A1,480800.0,42265.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,5425.0,34.0, ,A6,11 SANDGAP STREET                        ,            ,10312.0,1.0,0.0,1.0,2500.0,448.0,1910.0,1.0,A6,157500.0,42153.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,5425.0,45.0, ,A1,37 SANDGAP STREET                        ,            ,10312.0,1.0,0.0,1.0,5000.0,1483.0,1910.0,1.0,A1,365000.0,42353.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6205.0,14.0, ,A5,97 EAGAN AVENUE                          ,            ,10312.0,1.0,0.0,1.0,1845.0,1854.0,1986.0,1.0,A5,383000.0,42326.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6205.0,29.0, ,A5,69 EAGAN AVENUE                          ,            ,10312.0,1.0,0.0,1.0,1546.0,1579.0,1986.0,1.0,A5,0.0,42352.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6205.0,34.0, ,A5,57 EAGAN AVENUE                          ,            ,10312.0,1.0,0.0,1.0,1546.0,1579.0,1986.0,1.0,A5,0.0,42243.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6205.0,55.0, ,A5,36 SEGUINE PLACE                         ,            ,10312.0,1.0,0.0,1.0,1471.0,1068.0,1986.0,1.0,A5,315000.0,42359.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6205.0,79.0, ,A5,4 SEGUINE PLACE                          ,            ,10312.0,1.0,0.0,1.0,1755.0,1854.0,1986.0,1.0,A5,379000.0,42153.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6205.0,145.0, ,A5,60 SEGUINE PLACE                         ,            ,10312.0,1.0,0.0,1.0,1471.0,1172.0,1986.0,1.0,A5,325000.0,42236.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6209.0,69.0, ,A5,195 MOSELY AVENUE                        ,            ,10312.0,1.0,0.0,1.0,2665.0,1592.0,2007.0,1.0,A5,0.0,42269.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6212.0,28.0, ,A1,96 JEANNETTE AVENUE                      ,            ,10312.0,1.0,0.0,1.0,5400.0,2376.0,1970.0,1.0,A1,595000.0,42346.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6212.0,33.0, ,A5,20 LUCY LOOP                             ,            ,10312.0,1.0,0.0,1.0,2320.0,1500.0,2000.0,1.0,A5,465000.0,42138.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6220.0,3.0, ,A5,69 BARB STREET                           ,            ,10312.0,1.0,0.0,1.0,1585.0,1339.0,2004.0,1.0,A5,405000.0,42059.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6220.0,45.0, ,A5,10 ENDVIEW STREET                        ,            ,10312.0,1.0,0.0,1.0,6150.0,1339.0,2004.0,1.0,A5,0.0,42030.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6220.0,72.0, ,A5,60 ENDVIEW STREET                        ,            ,10312.0,1.0,0.0,1.0,3605.0,1344.0,2003.0,1.0,A5,480000.0,42312.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6222.0,20.0, ,A1,32 JEANNETTE AVENUE                      ,            ,10312.0,1.0,0.0,1.0,6000.0,1560.0,1935.0,1.0,A1,0.0,42327.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6222.0,54.0, ,A1,11 LORRAINE AVENUE                       ,            ,10312.0,1.0,0.0,1.0,8000.0,4011.0,2000.0,1.0,A1,865000.0,42016.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6226.0,15.0, ,A1,730 ANNADALE ROAD                        ,            ,10312.0,1.0,0.0,1.0,5200.0,1465.0,1930.0,1.0,A1,455000.0,42186.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6232.0,29.0, ,A2,146 RATHBUN AVENUE                       ,            ,10312.0,1.0,0.0,1.0,3600.0,984.0,1960.0,1.0,A2,510000.0,42145.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6232.0,72.0, ,A2,994 DRUMGOOLE ROAD WEST                  ,            ,10312.0,1.0,0.0,1.0,3600.0,984.0,1960.0,1.0,A2,367500.0,42234.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6232.0,76.0, ,A1,1002 DRUMGOOLE ROAD WEST                 ,            ,10312.0,1.0,0.0,1.0,3400.0,1248.0,1970.0,1.0,A1,410000.0,42369.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6235.0,53.0, ,A2,193 SHELDON AVENUE                       ,            ,10312.0,1.0,0.0,1.0,12000.0,1128.0,1945.0,1.0,A2,250000.0,42209.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1B,6236.0,24.0, ,V0,178 STAFFORD AVENUE                      ,            ,10312.0,1.0,0.0,1.0,14000.0,0.0,1980.0,1.0,A1,925000.0,42030.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6236.0,33.0, ,A1,162 STAFFORD AVENUE                      ,            ,10312.0,1.0,0.0,1.0,4000.0,2092.0,2000.0,1.0,A1,710000.0,42110.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6239.0,83.0, ,A1,257 CROWN AVENUE                         ,            ,10312.0,1.0,0.0,1.0,9600.0,1728.0,1975.0,1.0,A1,625000.0,42360.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6245.0,113.0, ,A2,10 PINE TERRACE                          ,            ,10312.0,1.0,0.0,1.0,10400.0,1848.0,1960.0,1.0,A2,605000.0,42117.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6249.0,17.0, ,A1,5119 AMBOY ROAD                          ,            ,10312.0,1.0,0.0,1.0,14795.0,1848.0,1925.0,1.0,A1,750000.0,42017.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6249.0,22.0, ,A3,64 TENAFLY PLACE                         ,            ,10312.0,1.0,0.0,1.0,6175.0,1580.0,2014.0,1.0,A3,640479.0,42285.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6249.0,268.0, ,A2,145 NORTH PINE TERRACE                   ,            ,10312.0,1.0,0.0,1.0,7920.0,1912.0,1965.0,1.0,A2,0.0,42160.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6249.0,294.0, ,A2,952 ANNADALE ROAD                        ,            ,10312.0,1.0,0.0,1.0,4746.0,1794.0,1965.0,1.0,A2,425000.0,42300.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6249.0,294.0, ,A2,952 ANNADALE ROAD                        ,            ,10312.0,1.0,0.0,1.0,4746.0,1794.0,1965.0,1.0,A2,445000.0,42054.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6249.0,525.0, ,A5,6 EAST TENAFLY AVENUE                    ,            ,10312.0,1.0,0.0,1.0,2945.0,1302.0,1975.0,1.0,A5,0.0,42368.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6253.0,4.0, ,A1,170 SOUTH RAILROAD ST                    ,            ,10312.0,1.0,0.0,1.0,4167.0,2300.0,1990.0,1.0,A1,590000.0,42150.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6254.0,51.0, ,A2,40 NORTH RAILROAD ST                     ,            ,10312.0,1.0,0.0,1.0,4000.0,2184.0,1970.0,1.0,A2,0.0,42132.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6254.0,60.0, ,A1,24 NORTH RAILROAD ST                     ,            ,10312.0,1.0,0.0,1.0,3840.0,1800.0,1991.0,1.0,A1,570000.0,42284.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6259.0,14.0, ,A3,244 DETROIT AVENUE                       ,            ,10312.0,1.0,0.0,1.0,8000.0,2389.0,2014.0,1.0,A3,768778.0,42151.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6261.0,19.0, ,A0,230 IONIA AVENUE                         ,            ,10312.0,1.0,0.0,1.0,8000.0,1600.0,1960.0,1.0,A0,0.0,42207.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6267.0,74.0, ,A5,327 SHELDON AVENUE                       ,            ,10312.0,1.0,0.0,1.0,2280.0,1390.0,2002.0,1.0,A5,485000.0,42298.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6268.0,7.0, ,A2,282 STAFFORD AVENUE                      ,            ,10312.0,1.0,0.0,1.0,3800.0,1008.0,1970.0,1.0,A2,540000.0,42293.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6268.0,66.0, ,A2,223 SINCLAIR AVENUE                      ,            ,10312.0,1.0,0.0,1.0,4200.0,1864.0,1965.0,1.0,A2,537000.0,42328.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6276.0,42.0, ,A1,324 DETROIT AVENUE                       ,            ,10312.0,1.0,0.0,1.0,4000.0,1779.0,1984.0,1.0,A1,0.0,42165.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6276.0,44.0, ,A1,320 DETROIT AVENUE                       ,            ,10312.0,1.0,0.0,1.0,3000.0,1240.0,1984.0,1.0,A1,0.0,42165.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6277.0,51.0, ,A1,117 ALBEE AVENUE                         ,            ,10312.0,1.0,0.0,1.0,4440.0,2176.0,1986.0,1.0,A1,630000.0,42249.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6278.0,56.0, ,A2,350 IONIA AVENUE                         ,            ,10312.0,1.0,0.0,1.0,4000.0,1170.0,1960.0,1.0,A2,0.0,42101.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6279.0,4.0, ,A2,191 SOUTH RAILROAD STREE                 ,            ,10312.0,1.0,0.0,1.0,4453.0,2230.0,1985.0,1.0,A2,0.0,42058.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6279.0,16.0, ,A2,215 SOUTH RAILROAD ST                    ,            ,10312.0,1.0,0.0,1.0,4080.0,2231.0,1985.0,1.0,A2,0.0,42270.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6279.0,156.0, ,A1,182 NORTH RAILROAD ST                    ,            ,10312.0,1.0,0.0,1.0,5600.0,2178.0,1975.0,1.0,A1,587500.0,42269.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6279.0,164.0, ,A1,168 NORTH RAILROAD ST                    ,            ,10312.0,1.0,0.0,1.0,4000.0,2138.0,1973.0,1.0,A1,470000.0,42125.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6281.0,28.0, ,A1,360 IONIA AVENUE                         ,            ,10312.0,1.0,0.0,1.0,3600.0,2100.0,1979.0,1.0,A1,540000.0,42297.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6297.0,66.0, ,A2,297 DELMAR AVENUE                        ,            ,10312.0,1.0,0.0,1.0,4000.0,1968.0,1970.0,1.0,A2,535000.0,42096.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6298.0,13.0, ,A2,100 RAMONA AVENUE                        ,            ,10312.0,1.0,0.0,1.0,4000.0,1890.0,1975.0,1.0,A2,570000.0,42061.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6298.0,52.0, ,A2,459 LAMONT AVENUE                        ,            ,10312.0,1.0,0.0,1.0,6000.0,2362.0,1976.0,1.0,A1,0.0,42111.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6299.0,18.0, ,A2,400 RATHBUN AVENUE                       ,            ,10312.0,1.0,0.0,1.0,6000.0,2047.0,1976.0,1.0,A1,590000.0,42121.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6299.0,40.0, ,A2,73 RAMONA AVENUE                         ,            ,10312.0,1.0,0.0,1.0,4000.0,1968.0,1975.0,1.0,A2,0.0,42283.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6300.0,63.0, ,A1,441 RATHBUN AVENUE                       ,            ,10312.0,1.0,0.0,1.0,4000.0,2083.0,1970.0,1.0,A1,0.0,42024.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6303.0,57.0, ,A1,449 SINCLAIR AVENUE                      ,            ,10312.0,1.0,0.0,1.0,4400.0,1568.0,1980.0,1.0,A1,0.0,42299.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6304.0,52.0, ,A1,355 STAFFORD AVENUE                      ,            ,10312.0,1.0,0.0,1.0,4000.0,2704.0,1980.0,1.0,A1,0.0,42208.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6305.0,79.0, ,A3,30 CROWN PLACE                           ,            ,10312.0,1.0,0.0,1.0,10296.0,4850.0,1984.0,1.0,A3,0.0,42104.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6305.0,145.0, ,A1,406 CROWN AVENUE                         ,            ,10312.0,1.0,0.0,1.0,10000.0,3120.0,1985.0,1.0,A1,885000.0,42313.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6320.0,65.0, ,A2,74 BUFFINGTON AVENUE                     ,            ,10312.0,1.0,0.0,1.0,4000.0,1125.0,1965.0,1.0,A2,0.0,42352.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6321.0,1.0, ,A2,25 ALVINE AVENUE                         ,            ,10312.0,1.0,0.0,1.0,5400.0,1020.0,1948.0,1.0,A2,0.0,42070.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6321.0,18.0, ,A1,5193 AMBOY ROAD                          ,            ,10312.0,1.0,0.0,1.0,3800.0,1560.0,1925.0,1.0,A1,499000.0,42236.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6321.0,45.0, ,A1,5245 AMBOY ROAD                          ,            ,10312.0,1.0,0.0,1.0,4100.0,1460.0,1925.0,1.0,A1,0.0,42060.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6323.0,3.0, ,A1,270 ALBEE AVENUE                         ,            ,10312.0,1.0,0.0,1.0,4000.0,1672.0,1975.0,1.0,A1,0.0,42159.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6353.0,40.0, ,A1,110 BAYVIEW TERRACE                      ,            ,10312.0,1.0,0.0,1.0,3200.0,2500.0,1992.0,1.0,A1,870000.0,42150.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6354.0,31.0, ,A1,677 BARCLAY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,4000.0,1800.0,2000.0,1.0,A1,675000.0,42039.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6360.0,5.0, ,A9,629 BARCLAY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,6000.0,3800.0,1988.0,1.0,A9,752500.0,42083.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6360.0,61.0, ,A1,64 RYAN PLACE                            ,            ,10312.0,1.0,0.0,1.0,7000.0,2180.0,1985.0,1.0,A1,775000.0,42367.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6360.0,70.0, ,A1,4823 HYLAN BOULEVARD                     ,            ,10312.0,1.0,0.0,1.0,3570.0,1600.0,2000.0,1.0,A1,0.0,42144.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6365.0,6.0, ,A1,541 BARCLAY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,3960.0,2642.0,1980.0,1.0,A1,609500.0,42348.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6366.0,34.0, ,A3,352 SHIRLEY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,8000.0,3550.0,1990.0,1.0,A3,0.0,42249.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6366.0,38.0, ,A1,344 SHIRLEY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,4240.0,1920.0,1970.0,1.0,A1,590000.0,42125.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6366.0,49.0, ,A1,189 NOEL STREET                          ,            ,10312.0,1.0,0.0,1.0,6000.0,3608.0,1975.0,1.0,A1,770000.0,42039.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6367.0,9.0, ,A1,90 WEAVER STREET                         ,            ,10312.0,1.0,0.0,1.0,1920.0,2685.0,1991.0,1.0,A1,572500.0,42046.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6368.0,21.0, ,A1,64 JANSEN STREET                         ,            ,10312.0,1.0,0.0,1.0,6000.0,1820.0,1975.0,1.0,A1,595000.0,42039.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6369.0,20.0, ,A1,290 KOCH BOULEVARD                       ,            ,10312.0,1.0,0.0,1.0,9900.0,3000.0,1986.0,1.0,A1,999999.0,42052.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6370.0,4.0, ,A3,491 BARCLAY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,6180.0,4808.0,1990.0,1.0,A3,975000.0,42328.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6377.0,6.0, ,A2,385 BARCLAY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,9800.0,3906.0,1980.0,1.0,A2,0.0,42119.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6378.0,73.0, ,A1,153 EYLANDT STREET                       ,            ,10312.0,1.0,0.0,1.0,6200.0,2550.0,1975.0,1.0,A1,710000.0,42248.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6398.0,22.0, ,A1,91 ALLEN PLACE                           ,            ,10312.0,1.0,0.0,1.0,3200.0,1400.0,1965.0,1.0,A1,447500.0,42038.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6400.0,47.0, ,A2,490 LIPSETT AVENUE                       ,            ,10312.0,1.0,0.0,1.0,8240.0,724.0,1940.0,1.0,A2,445000.0,42186.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6401.0,52.0, ,A1,600 BARCLAY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,4000.0,2500.0,1997.0,1.0,A1,590000.0,42174.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6402.0,9.0, ,A2,409 LIPSETT AVENUE                       ,            ,10312.0,1.0,0.0,1.0,4080.0,1480.0,1950.0,1.0,A2,430000.0,42333.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6402.0,46.0, ,A2,24 ALLEN PLACE                           ,            ,10312.0,1.0,0.0,1.0,4000.0,1104.0,1950.0,1.0,A2,0.0,42174.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6424.0,35.0, ,A1,274 BARCLAY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,6000.0,2100.0,1975.0,1.0,A1,769000.0,42310.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6424.0,38.0, ,A1,280 BARCLAY AVENUE                       ,            ,10312.0,1.0,0.0,1.0,6000.0,2100.0,1975.0,1.0,A1,625000.0,42228.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6429.0,90.0, ,A3,25 BLUE HERON COURT                      ,            ,10312.0,1.0,0.0,1.0,12695.0,4030.0,2000.0,1.0,A3,0.0,42207.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6429.0,94.0, ,A1,5008 AMBOY ROAD                          ,            ,10312.0,1.0,0.0,1.0,15000.0,1960.0,1920.0,1.0,A1,400000.0,42229.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6429.0,100.0, ,A1,4998 AMBOY ROAD                          ,            ,10312.0,1.0,0.0,1.0,15000.0,1425.0,1915.0,1.0,A1,0.0,42304.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6452.0,1.0, ,A3,44 ZEPHYR AVENUE                         ,            ,10312.0,1.0,0.0,1.0,7600.0,3490.0,1997.0,1.0,A3,1200000.0,42276.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6452.0,7.0, ,A6,30 ZEPHYR AVENUE                         ,            ,10312.0,1.0,0.0,1.0,7700.0,368.0,1920.0,1.0,A6,425000.0,42258.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6474.0,31.0, ,A1,11 PHILIP AVENUE                         ,            ,10312.0,1.0,0.0,1.0,6000.0,1792.0,1975.0,1.0,A1,0.0,42220.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6475.0,85.0, ,A3,17 NICOLOSI LOOP                         ,            ,10312.0,1.0,0.0,1.0,13390.0,5994.0,2002.0,1.0,A3,1495000.0,42213.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6475.0,521.0, ,A5,353 ARBUTUS AVENUE                       ,            ,10312.0,1.0,0.0,1.0,2285.0,1922.0,2011.0,1.0,A5,0.0,42306.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6475.0,523.0, ,A5,349 ARBUTUS AVENUE                       ,            ,10312.0,1.0,0.0,1.0,1547.0,1939.0,2011.0,1.0,A5,485000.0,42279.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6475.0,531.0, ,A5,5196 HYLAN BOULEVARD                     ,            ,10312.0,1.0,0.0,1.0,1722.0,2646.0,2011.0,1.0,A5,465000.0,42207.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6499.0,40.0, ,A1,470 JANSEN STREET                        ,            ,10312.0,1.0,0.0,1.0,30000.0,4000.0,1985.0,1.0,A1,470000.0,42124.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6499.0,60.0, ,A3,54 WENDY DRIVE                           ,            ,10312.0,1.0,0.0,1.0,11556.0,3542.0,1985.0,1.0,A3,0.0,42291.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6517.0,58.0, ,A3,205 ARBUTUS AVENUE                       ,            ,10312.0,1.0,0.0,1.0,20000.0,3550.0,1989.0,1.0,A3,1170000.0,42341.0
5.0,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,6517.0,59.0, ,A3,203 ARBUTUS AVENUE                       ,            ,10312.0,1.0,0.0,1.0,20000.0,3140.0,1989.0,1.0,A3,980000.0,42341.0
5.0,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,5408.0,20.0, ,B9,162 BATHGATE STREET                      ,            ,10312.0,2.0,0.0,2.0,3058.0,1492.0,1995.0,1.0,B9,477900.0,42184.0
5.0,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,6212.0,27.0, ,B2,92 JEANNETTE AVENUE                      ,            ,10312.0,2.0,0.0,2.0,3000.0,1548.0,2005.0,1.0,B2,525000.0,42230.0
5.0,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,6212.0,169.0, ,B2,83 JEANNETTE AVENUE                      ,            ,10312.0,2.0,0.0,2.0,8000.0,2744.0,1980.0,1.0,B2,855000.0,42277.0
5.0,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,6215.0,38.0, ,B2,128 FABIAN STREET                        ,            ,10312.0,2.0,0.0,2.0,5000.0,2591.0,2014.0,1.0,B2,895041.0,42123.0
5.0,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,6215.0,39.0, ,B2,130 FABIAN STREET                        ,            ,10312.0,2.0,0.0,2.0,5000.0,2591.0,2014.0,1.0,B2,895041.0,42048.0
5.0,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,6216.0,5.0, ,B2,41 FABIAN STREET                         ,            ,10312.0,2.0,0.0,2.0,4000.0,2112.0,2000.0,1.0,B9,685000.0,42122.0
5.0,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,6221.0,140.0, ,B9,14 RALPH AVENUE                          ,            ,10312.0,2.0,0.0,2.0,2400.0,1580.0,2004.0,1.0,B9,0.0,42175.0
5.0,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,6222.0,31.0, ,B9,52 JEANNETTE AVENUE                      ,            ,10312.0,2.0,0.0,2.0,2825.0,1600.0,2004.0,1.0,B9,539672.0,42020.0
