BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNIT,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5625.0,75.0, ,B2,105 PETRUS AVENUE                        ,            ,10312.0,2.0,0.0,2.0,5000.0,2740.0,2015.0,1.0,B2,901151.0,42359.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5626.0,20.0, ,B2,106 PETRUS AVENUE                        ,            ,10312.0,2.0,0.0,2.0,5000.0,3000.0,2000.0,1.0,B2,0.0,42250.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5626.0,89.0, ,B2,23 ROCHELLE PLACE                        ,            ,10312.0,2.0,0.0,2.0,3900.0,1800.0,1993.0,1.0,B2,316046.0,42110.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5627.0,5.0, ,B2,608 WAINWRIGHT AVENUE                    ,            ,10312.0,2.0,0.0,2.0,4000.0,1966.0,2004.0,1.0,B2,0.0,42361.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5630.0,1.0, ,B2,25 MOTT STREET                           ,            ,10312.0,2.0,0.0,2.0,6223.0,2760.0,1970.0,1.0,B2,0.0,42210.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5630.0,8.0, ,B2,7 MOTT STREET                            ,            ,10312.0,2.0,0.0,2.0,3731.0,2408.0,1970.0,1.0,B2,625000.0,42223.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5630.0,8.0, ,B2,7 MOTT STREET                            ,            ,10312.0,2.0,0.0,2.0,3731.0,2408.0,1970.0,1.0,B2,0.0,42222.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5630.0,16.0, ,B2,654 LAMOKA AVENUE                        ,            ,10312.0,2.0,0.0,2.0,3800.0,2552.0,1970.0,1.0,B2,720000.0,42181.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5632.0,67.0, ,B9,155 MEMPHIS AVENUE                       ,            ,10312.0,2.0,0.0,2.0,3543.0,1980.0,1986.0,1.0,B9,382500.0,42243.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5632.0,70.0, ,B9,157 MEMPHIS AVENUE                       ,            ,10312.0,2.0,0.0,2.0,2178.0,1290.0,1986.0,1.0,B9,382500.0,42243.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5633.0,1.0, ,B2,129 LAREDO AVENUE                        ,            ,10312.0,2.0,0.0,2.0,4057.0,2326.0,1970.0,1.0,B2,10.0,42110.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5633.0,68.0, ,B2,780 KATAN AVENUE                         ,            ,10312.0,2.0,0.0,2.0,3926.0,2488.0,1970.0,1.0,B2,610000.0,42291.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5633.0,78.0, ,B2,760 KATAN AVENUE                         ,            ,10312.0,2.0,0.0,2.0,3920.0,1697.0,1970.0,1.0,B2,0.0,42077.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5633.0,80.0, ,B2,756 KATAN AVENUE                         ,            ,10312.0,2.0,0.0,2.0,3920.0,2212.0,1970.0,1.0,B2,545000.0,42187.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5636.0,141.0, ,B2,138 AUGUSTA AVENUE                       ,            ,10312.0,2.0,0.0,2.0,4000.0,1836.0,1975.0,1.0,B2,0.0,42186.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5636.0,207.0, ,B2,498 GENESEE AVENUE                       ,            ,10312.0,2.0,0.0,2.0,4100.0,1768.0,1975.0,1.0,B2,490000.0,42069.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5636.0,233.0, ,B2,145 AUGUSTA AVENUE                       ,            ,10312.0,2.0,0.0,2.0,4000.0,1836.0,1975.0,1.0,B2,0.0,42166.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5643.0,35.0, ,B9,67 POMPEY AVENUE                         ,            ,10312.0,2.0,0.0,2.0,7729.0,2740.0,1991.0,1.0,B9,249950.0,42128.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5643.0,96.0, ,B2,73 PERKIOMEN AVENUE                      ,            ,10312.0,2.0,0.0,2.0,4000.0,1872.0,1965.0,1.0,B2,590000.0,42293.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5651.0,70.0, ,B9,460 DRUMGOOLE ROAD WEST                  ,            ,10312.0,2.0,0.0,2.0,3310.0,2094.0,1985.0,1.0,B9,490000.0,42184.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5658.0,183.0, ,B2,54 WOLCOTT AVENUE                        ,            ,10312.0,2.0,0.0,2.0,6000.0,2450.0,1997.0,1.0,B2,0.0,42229.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5662.0,265.0, ,B2,560 GENESEE AVENUE                       ,            ,10312.0,2.0,0.0,2.0,4960.0,1900.0,1998.0,1.0,B2,0.0,42152.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5668.0,67.0, ,A5,30 TRYON AVENUE                          ,            ,10312.0,1.0,0.0,1.0,2900.0,1632.0,1980.0,1.0,B9,379000.0,42223.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5669.0,38.0, ,B9,101 SHOTWELL AVENUE                      ,            ,10312.0,2.0,0.0,2.0,3930.0,2152.0,1980.0,1.0,B9,539900.0,42285.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5669.0,96.0, ,B2,172 WOEHRLE AVENUE                       ,            ,10312.0,2.0,0.0,2.0,5040.0,2275.0,1980.0,1.0,B2,505000.0,42279.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5671.0,7.0, ,B2,4 LUDLOW STREET                          ,            ,10312.0,2.0,0.0,2.0,3208.0,2088.0,1978.0,1.0,B2,0.0,42258.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5674.0,58.0, ,B2,62 WOEHRLE AVENUE                        ,            ,10312.0,2.0,0.0,2.0,4380.0,2288.0,1975.0,1.0,B2,0.0,42023.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5676.0,60.0, ,B9,100 SHOTWELL AVENUE                      ,            ,10312.0,2.0,0.0,2.0,4292.0,1960.0,1980.0,1.0,B9,485000.0,42312.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5676.0,60.0, ,B9,100 SHOTWELL AVENUE                      ,            ,10312.0,2.0,0.0,2.0,4292.0,1960.0,1980.0,1.0,B9,343000.0,42021.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5676.0,81.0, ,B2,24 VON BRAUN AVENUE                      ,            ,10312.0,2.0,0.0,2.0,3000.0,2044.0,1980.0,1.0,B2,0.0,42133.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5678.0,40.0, ,B2,21 IBSEN AVENUE                          ,            ,10312.0,2.0,0.0,2.0,3400.0,2088.0,1980.0,1.0,B2,500000.0,42074.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5680.0,355.0, ,B9,260 WOODROW ROAD                         ,            ,10312.0,2.0,0.0,2.0,4370.0,2088.0,1973.0,1.0,B9,0.0,42233.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5686.0,14.0, ,B2,88 TYNAN STREET                          ,            ,10312.0,2.0,0.0,2.0,4200.0,2236.0,1983.0,1.0,B2,429000.0,42221.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5687.0,218.0, ,B2,39 TYNAN STREET                          ,            ,10312.0,2.0,0.0,2.0,4000.0,1553.0,1970.0,1.0,B2,540000.0,42368.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5691.0,105.0, ,B9,368 GRANTWOOD AVENUE                     ,            ,10312.0,2.0,0.0,2.0,3000.0,2750.0,1981.0,1.0,B9,543000.0,42230.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5691.0,108.0, ,B9,362 GRANTWOOD AVENUE                     ,            ,10312.0,2.0,0.0,2.0,3000.0,2750.0,1981.0,1.0,B9,0.0,42321.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5691.0,127.0, ,B9,17 EVAN PLACE                            ,            ,10312.0,2.0,0.0,2.0,3000.0,2160.0,1981.0,1.0,B9,0.0,42171.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5692.0,55.0, ,B2,9 VINELAND AVENUE                        ,            ,10312.0,2.0,0.0,2.0,2500.0,1728.0,1979.0,1.0,B2,0.0,42208.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5692.0,56.0, ,B3,11 VINELAND AVENUE                       ,            ,10312.0,2.0,0.0,2.0,2669.0,1728.0,1979.0,1.0,B3,526000.0,42258.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5694.0,93.0, ,B2,622 ANNADALE ROAD                        ,            ,10312.0,2.0,0.0,2.0,8500.0,1440.0,1992.0,1.0,B2,478000.0,42195.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5699.0,51.0, ,B2,55 IONIA AVENUE                          ,            ,10312.0,2.0,0.0,2.0,4000.0,2374.0,1970.0,1.0,B2,496500.0,42066.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5701.0,40.0, ,B2,19 EDGEGROVE AVENUE                      ,            ,10312.0,2.0,0.0,2.0,4100.0,2192.0,1970.0,1.0,B2,699900.0,42019.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5706.0,1.0, ,B2,165 RENSSELAER AVENUE                    ,            ,10312.0,2.0,0.0,2.0,6000.0,3384.0,1980.0,1.0,B2,0.0,42114.0
5.0,ELTINGVILLE              ,02  TWO FAMILY DWELLINGS                    ,1.0,5706.0,72.0, ,B2,141 RENSSELAER AVENUE                    ,            ,10312.0,2.0,0.0,2.0,4400.0,1912.0,1970.0,1.0,B2,531000.0,42121.0
5.0,ELTINGVILLE              ,04  TAX CLASS 1 CONDOS                      ,1A,5324.0,1001.0, ,R3,4654 AMBOY ROAD                          ,1A          ,10312.0,1.0,0.0,1.0,0.0,0.0,2010.0,1.0,R3,439900.0,42361.0
5.0,ELTINGVILLE              ,04  TAX CLASS 1 CONDOS                      ,1A,5590.0,1018.0, ,R3,40 VILLAGE LANE                          ,9B          ,10312.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,312000.0,42186.0
5.0,ELTINGVILLE              ,04  TAX CLASS 1 CONDOS                      ,1A,5590.0,1025.0, ,R3,48 VILLAGE LANE                          ,13A         ,10312.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,300000.0,42236.0
5.0,ELTINGVILLE              ,04  TAX CLASS 1 CONDOS                      ,1A,5590.0,1041.0, ,R3,37 VILLAGE LANE                          ,21A         ,10312.0,1.0,0.0,1.0,0.0,0.0,1985.0,1.0,R3,285000.0,42214.0
5.0,ELTINGVILLE              ,05  TAX CLASS 1 VACANT LAND                 ,1B,5328.0,16.0, ,V0,N/A ROSS LANE                            ,            ,10312.0,0.0,0.0,0.0,866.0,0.0,0.0,1.0,V0,0.0,42242.0
5.0,ELTINGVILLE              ,05  TAX CLASS 1 VACANT LAND                 ,1B,5355.0,57.0, ,V0,ARDEN AVENUE                             ,            ,10312.0,0.0,0.0,0.0,6000.0,0.0,0.0,1.0,V0,0.0,42180.0
5.0,ELTINGVILLE              ,05  TAX CLASS 1 VACANT LAND                 ,1.0,5696.0,7.0, ,B2,ARDEN AVENUE                             ,            ,10312.0,2.0,0.0,2.0,4600.0,2109.0,2015.0,1.0,V0,810000.0,42061.0
5.0,ELTINGVILLE              ,05  TAX CLASS 1 VACANT LAND                 ,1.0,5696.0,9.0, ,B2,N/A EDGEGROVE AVENUE                     ,            ,10312.0,2.0,0.0,2.0,3600.0,1956.0,2015.0,1.0,V0,0.0,42061.0
5.0,ELTINGVILLE              ,05  TAX CLASS 1 VACANT LAND                 ,1.0,5696.0,11.0, ,B2,N/A EDGEGROVE AVENUE                     ,            ,10312.0,2.0,0.0,2.0,3600.0,1956.0,2015.0,1.0,V0,0.0,42061.0
5.0,ELTINGVILLE              ,05  TAX CLASS 1 VACANT LAND                 ,1.0,5713.0,10.0, ,A1,SINCLAIR AVENUE                          ,            ,10312.0,1.0,0.0,1.0,4000.0,1996.0,2015.0,1.0,V0,743322.0,42228.0
5.0,ELTINGVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2B,5609.0,6.0, ,C1,651 LEVERETT AVENUE                      ,            ,10312.0,10.0,0.0,10.0,10000.0,5440.0,1975.0,2.0,C1,1125000.0,42178.0
5.0,ELTINGVILLE              ,22  STORE BUILDINGS                         ,4.0,5585.0,83.0, ,K5,4569 AMBOY ROAD                          ,            ,10312.0,0.0,1.0,1.0,12900.0,6941.0,1973.0,4.0,K5,2175000.0,42067.0
5.0,ELTINGVILLE              ,29  COMMERCIAL GARAGES                      ,4.0,5585.0,88.0, ,G7,N/A AMBOY ROAD                           ,            ,10312.0,0.0,0.0,0.0,3000.0,0.0,0.0,4.0,G7,0.0,42067.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,828.0,180.0, ,A2,266 DOUGLAS ROAD                         ,            ,10304.0,1.0,0.0,1.0,9782.0,1344.0,1955.0,1.0,A2,640000.0,42012.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,828.0,190.0, ,A1,248 DOUGLAS ROAD                         ,            ,10304.0,1.0,0.0,1.0,7950.0,3885.0,1960.0,1.0,A1,0.0,42271.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,828.0,283.0, ,A3,15 DIANA TRAIL                           ,            ,10304.0,1.0,0.0,1.0,24595.0,1400.0,1935.0,1.0,A3,0.0,42276.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1B,830.0,45.0, ,V0,225 DOUGLAS ROAD                         ,            ,10304.0,1.0,0.0,1.0,15040.0,0.0,1920.0,1.0,A1,0.0,42045.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,831.0,67.0, ,A3,303 DOUGLAS ROAD                         ,            ,10304.0,1.0,0.0,1.0,42560.0,5095.0,1935.0,1.0,A3,3012035.0,42268.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,831.0,195.0, ,A3,67 DOUGLAS ROAD                          ,            ,10304.0,1.0,0.0,1.0,17688.0,4260.0,1965.0,1.0,A3,0.0,42047.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,834.0,116.0, ,A3,82 DOUGLAS ROAD                          ,            ,10304.0,1.0,0.0,1.0,20295.0,10638.0,2011.0,1.0,A3,860000.0,42115.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,836.0,128.0, ,A3,64 NICOLE LOOP                           ,            ,10301.0,1.0,0.0,1.0,5361.0,3200.0,1997.0,1.0,A3,1165000.0,42221.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,836.0,178.0, ,A3,26 MICHAEL LOOP                          ,            ,10304.0,1.0,0.0,1.0,6503.0,2800.0,2001.0,1.0,A3,950000.0,42012.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,837.0,265.0, ,A2,50 MILDEN AVENUE                         ,            ,10301.0,1.0,0.0,1.0,10000.0,1902.0,1965.0,1.0,A2,927500.0,42065.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,837.0,300.0, ,A2,704 OCEAN TERRACE                        ,            ,10301.0,1.0,0.0,1.0,10951.0,1272.0,1960.0,1.0,A2,0.0,42103.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,837.0,382.0, ,A3,754 OCEAN TERRACE                        ,            ,10314.0,1.0,0.0,1.0,8190.0,2814.0,1960.0,1.0,A3,0.0,42163.0
5.0,EMERSON HILL             ,01  ONE FAMILY DWELLINGS                    ,1.0,838.0,349.0, ,A2,160 COVERLY AVENUE                       ,            ,10301.0,1.0,0.0,1.0,16530.0,1250.0,1955.0,1.0,A2,10.0,42304.0
5.0,EMERSON HILL             ,02  TWO FAMILY DWELLINGS                    ,1.0,837.0,42.0, ,B2,40 HEWITT AVENUE                         ,            ,10301.0,2.0,0.0,2.0,4000.0,2656.0,1975.0,1.0,B2,0.0,42290.0
5.0,EMERSON HILL             ,05  TAX CLASS 1 VACANT LAND                 ,1B,830.0,35.0, ,V0,N/A DOUGLAS ROAD                         ,            ,10304.0,0.0,0.0,0.0,10486.0,0.0,0.0,1.0,V0,0.0,42045.0
5.0,EMERSON HILL             ,05  TAX CLASS 1 VACANT LAND                 ,1B,830.0,39.0, ,V0,225 DOUGLAS ROAD                         ,            ,10304.0,0.0,0.0,0.0,10749.0,0.0,0.0,1.0,V0,0.0,42045.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,883.0,71.0, ,A1,40 FLAGG PLACE                           ,            ,10304.0,1.0,0.0,1.0,7334.0,1461.0,1915.0,1.0,A1,600000.0,42226.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,895.0,48.0, ,A3,1819 RICHMOND ROAD                       ,            ,10306.0,1.0,0.0,1.0,5467.0,2261.0,2007.0,1.0,A3,709900.0,42367.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,897.0,95.0, ,A2,360 FLAGG PLACE                          ,            ,10304.0,1.0,0.0,1.0,15965.0,1344.0,1960.0,1.0,A2,0.0,42163.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,899.0,100.0, ,A2,414 FLAGG PLACE                          ,            ,10304.0,1.0,0.0,1.0,34845.0,3010.0,1960.0,1.0,A2,0.0,42082.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3306.0,32.0, ,A1,62 SEAVIEW AVENUE                        ,            ,10304.0,1.0,0.0,1.0,3825.0,2250.0,2015.0,1.0,A1,773870.0,42355.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3306.0,37.0, ,A2,66 SEAVIEW AVENUE                        ,            ,10304.0,1.0,0.0,1.0,3700.0,1088.0,1920.0,1.0,A2,400000.0,42101.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3321.0,16.0, ,A2,114 SEAVIEW AVENUE                       ,            ,10304.0,1.0,0.0,1.0,5000.0,792.0,1950.0,1.0,A2,295000.0,42256.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3321.0,22.0, ,A1,124 SEAVIEW AVENUE                       ,            ,10304.0,1.0,0.0,1.0,5000.0,2358.0,1920.0,1.0,A1,504000.0,42355.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3321.0,49.0, ,A1,101 LIBERTY AVENUE                       ,            ,10304.0,1.0,0.0,1.0,5000.0,1885.0,1910.0,1.0,A1,615000.0,42048.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1B,3343.0,35.0, ,V0,230 SEAVIEW AVENUE                       ,            ,10305.0,1.0,0.0,1.0,2275.0,0.0,1925.0,1.0,A1,0.0,42068.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3343.0,38.0, ,A5,234 SEAVIEW AVENUE                       ,            ,10305.0,1.0,0.0,1.0,2275.0,1234.0,1960.0,1.0,A5,413600.0,42121.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3530.0,38.0, ,A1,121 JEFFERSON STREET                     ,            ,10304.0,1.0,0.0,1.0,6000.0,2200.0,1940.0,1.0,A1,665000.0,42145.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3530.0,85.0, ,A5,704 NORTH RAILROAD AVE                   ,            ,10304.0,1.0,0.0,1.0,2938.0,1280.0,1980.0,1.0,A5,0.0,42173.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3530.0,126.0, ,A2,67 BUEL AVENUE                           ,            ,10304.0,1.0,0.0,1.0,4000.0,952.0,1950.0,1.0,A2,0.0,42264.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3531.0,27.0, ,A5,42 BUEL AVENUE                           ,            ,10304.0,1.0,0.0,1.0,2000.0,1200.0,1994.0,1.0,A5,413500.0,42297.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3535.0,22.0, ,A5,34 SEAVER AVENUE                         ,            ,10306.0,1.0,0.0,1.0,2157.0,1312.0,1960.0,1.0,A5,0.0,42101.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3535.0,63.0, ,A5,85 STOBE AVENUE                          ,            ,10306.0,1.0,0.0,1.0,2492.0,1800.0,1989.0,1.0,A5,495000.0,42282.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3536.0,4.0, ,A5,21 ZOE STREET                            ,            ,10305.0,1.0,0.0,1.0,1955.0,1520.0,1960.0,1.0,A5,375000.0,42195.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3536.0,109.0, ,A1,241 BUEL AVENUE                          ,            ,10305.0,1.0,0.0,1.0,5146.0,2364.0,1930.0,1.0,A1,710000.0,42220.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3536.0,153.0, ,A2,151 BUEL AVENUE                          ,            ,10305.0,1.0,0.0,1.0,5450.0,880.0,1955.0,1.0,A2,0.0,42053.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3538.0,173.0, ,A5,155 DONGAN HILLS AVENUE                  ,            ,10305.0,1.0,0.0,1.0,1977.0,1020.0,1960.0,1.0,A5,339900.0,42230.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3538.0,175.0, ,A1,157 DONGAN HILLS AVENUE                  ,            ,10305.0,1.0,0.0,1.0,4085.0,1600.0,1960.0,1.0,A1,400000.0,42117.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3538.0,194.0, ,A2,191 DONGAN HILLS AVENUE                  ,            ,10305.0,1.0,0.0,1.0,3600.0,880.0,1960.0,1.0,A2,480000.0,42089.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3539.0,82.0, ,A5,132 DONGAN HILLS AVENUE                  ,            ,10305.0,1.0,0.0,1.0,1840.0,1188.0,1965.0,1.0,A5,435000.0,42046.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3553.0,48.0, ,A2,14 JEFFERSON AVENUE                      ,            ,10306.0,1.0,0.0,1.0,3880.0,960.0,1955.0,1.0,A2,405000.0,42179.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3553.0,50.0, ,A2,18 JEFFERSON AVENUE                      ,            ,10306.0,1.0,0.0,1.0,3880.0,988.0,1955.0,1.0,A2,470000.0,42293.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3553.0,50.0, ,A2,18 JEFFERSON AVENUE                      ,            ,10306.0,1.0,0.0,1.0,3880.0,988.0,1955.0,1.0,A2,235000.0,42072.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3553.0,50.0, ,A2,18 JEFFERSON AVENUE                      ,            ,10306.0,1.0,0.0,1.0,3880.0,988.0,1955.0,1.0,A2,0.0,42069.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3556.0,53.0, ,A5,132 STOBE AVENUE                         ,            ,10306.0,1.0,0.0,1.0,2625.0,1200.0,1960.0,1.0,A5,345000.0,42052.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3556.0,55.0, ,A9,136 STOBE AVENUE                         ,            ,10306.0,1.0,0.0,1.0,2625.0,1200.0,1960.0,1.0,A9,388000.0,42044.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3559.0,23.0, ,A9,195 JEFFERSON AVENUE                     ,            ,10306.0,1.0,0.0,1.0,2875.0,1280.0,1970.0,1.0,A9,430000.0,42348.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3559.0,46.0, ,A9,184 STOBE AVENUE                         ,            ,10306.0,1.0,0.0,1.0,2875.0,1344.0,1960.0,1.0,A9,418000.0,42066.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3559.0,67.0, ,A5,228 STOBE AVENUE                         ,            ,10306.0,1.0,0.0,1.0,2100.0,1825.0,1997.0,1.0,A5,415000.0,42298.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3560.0,45.0, ,A2,186 JEFFERSON AVENUE                     ,            ,10306.0,1.0,0.0,1.0,4000.0,1056.0,1940.0,1.0,A2,575888.0,42191.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3560.0,57.0, ,A2,208 JEFFERSON AVENUE                     ,            ,10306.0,1.0,0.0,1.0,5500.0,988.0,1955.0,1.0,A2,0.0,42227.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3561.0,1.0, ,A5,233 ADAMS AVENUE                         ,            ,10306.0,1.0,0.0,1.0,2820.0,1600.0,1992.0,1.0,A5,450000.0,42208.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3561.0,10.0, ,A2,215 ADAMS AVENUE                         ,            ,10306.0,1.0,0.0,1.0,9000.0,1168.0,1950.0,1.0,A2,0.0,42268.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3561.0,10.0, ,A2,215 ADAMS AVENUE                         ,            ,10306.0,1.0,0.0,1.0,9000.0,1168.0,1950.0,1.0,A2,0.0,42185.0
5.0,GRANT CITY               ,01  ONE FAMILY DWELLINGS                    ,1.0,3561.0,15.0, ,A1,209 ADAMS AVENUE                         ,            ,10306.0,1.0,0.0,1.0,3000.0,1440.0,1930.0,1.0,A1,0.0,42283.0
