BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESET,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2.0,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,2905.0,28.0, ,A9,1665 WASHINGTON AVENUE                   ,            ,10457.0,1.0,0.0,1.0,4750.0,2619.0,1899.0,1.0,A9,0.0,42223.0
2.0,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,2905.0,28.0, ,A9,1665 WASHINGTON AVENUE                   ,            ,10457.0,1.0,0.0,1.0,4750.0,2619.0,1899.0,1.0,A9,0.0,42223.0
2.0,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,3035.0,2.0, ,S1,441 EAST 178 STREET                      ,            ,10457.0,1.0,1.0,2.0,1287.0,2528.0,1899.0,1.0,S1,0.0,42356.0
2.0,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,3039.0,28.0, ,A1,2329 WASHINGTON AVE                      ,            ,10458.0,1.0,0.0,1.0,1103.0,1290.0,1910.0,1.0,A1,300000.0,42055.0
2.0,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,3039.0,36.0, ,S1,455 EAST 184 STREET                      ,            ,10458.0,1.0,1.0,2.0,2500.0,2452.0,1910.0,1.0,S1,0.0,42234.0
2.0,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,3039.0,36.0, ,S1,455 EAST 184 STREET                      ,            ,10458.0,1.0,1.0,2.0,2500.0,2452.0,1910.0,1.0,S1,400000.0,42186.0
2.0,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1.0,3053.0,87.0, ,S0,2368 WASHINGTON AVENUE                   ,            ,10458.0,1.0,2.0,3.0,1911.0,4080.0,1931.0,1.0,S0,510000.0,42010.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,2912.0,118.0, ,B1,1540 WASHINGTON AVENUE                   ,            ,10457.0,2.0,0.0,2.0,2000.0,2400.0,1993.0,1.0,B1,0.0,42350.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,2912.0,139.0, ,B1,3823 3 AVENUE                            ,            ,10457.0,2.0,0.0,2.0,2000.0,2400.0,1993.0,1.0,B1,430000.0,42220.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,2912.0,152.0, ,B1,517 EAST 171 STREET                      ,            ,10457.0,2.0,0.0,2.0,2000.0,2400.0,1993.0,1.0,B1,10000.0,42157.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,2929.0,118.0, ,B1,3862 3RD AVENUE                          ,            ,10457.0,2.0,0.0,2.0,2451.0,2394.0,1995.0,1.0,B1,389000.0,42033.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,2929.0,126.0, ,B1,1557 FULTON AVENUE                       ,            ,10457.0,2.0,0.0,2.0,3165.0,2394.0,1995.0,1.0,B1,505000.0,42221.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,2929.0,126.0, ,B1,1557 FULTON AVENUE                       ,            ,10457.0,2.0,0.0,2.0,3165.0,2394.0,1995.0,1.0,B1,250000.0,42054.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3030.0,151.0, ,S2,2264 WEBSTER AVENUE                      ,            ,10457.0,2.0,1.0,3.0,1620.0,3240.0,1931.0,1.0,S2,490000.0,42275.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3030.0,202.0, ,B3,4465 PARK AVE                            ,            ,10457.0,2.0,0.0,2.0,1569.0,1497.0,1899.0,1.0,B3,1000.0,42366.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3030.0,202.0, ,B3,4465 PARK AVE                            ,            ,10457.0,2.0,0.0,2.0,1569.0,1497.0,1899.0,1.0,B3,1000.0,42297.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3030.0,203.0, ,B3,4461 PARK AVENUE                         ,            ,10457.0,2.0,0.0,2.0,1592.0,1860.0,1899.0,1.0,B3,100000.0,42236.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3035.0,140.0, ,B1,1983 WASHINGTON AVENUE                   ,            ,10457.0,2.0,0.0,2.0,4124.0,2340.0,1998.0,1.0,B1,228000.0,42324.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3036.0,16.0, ,B2,4354 PARK AVENUE                         ,            ,10457.0,2.0,0.0,2.0,3525.0,2316.0,1899.0,1.0,B2,128778.0,42153.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3036.0,58.0, ,B1,465 EAST 179 STREET                      ,            ,10457.0,2.0,0.0,2.0,1984.0,2340.0,1998.0,1.0,B1,420000.0,42117.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3039.0,30.0, ,B1,469B EAST 184 STREET                     ,            ,10458.0,2.0,0.0,2.0,741.0,2133.0,2006.0,1.0,B1,0.0,42290.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3039.0,44.0, ,B1,444 EAST 186 STREET                      ,            ,10458.0,2.0,0.0,2.0,2000.0,2060.0,1901.0,1.0,B1,500.0,42058.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3045.0,4.0, ,B1,2034 BATHGATE AVENUE                     ,            ,10457.0,2.0,0.0,2.0,1575.0,1710.0,1998.0,1.0,B1,0.0,42256.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3047.0,9.0, ,B9,2122 WASHINGTON AVENUE                   ,            ,10457.0,2.0,0.0,2.0,1258.0,2340.0,1901.0,1.0,B9,10.0,42023.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3050.0,65.0, ,B2,508 EAST 183 STREET                      ,            ,10458.0,2.0,0.0,2.0,1316.0,2112.0,1901.0,1.0,B2,449000.0,42163.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3050.0,93.0, ,B2,2238 BASSFORD AVENUE                     ,            ,10457.0,2.0,0.0,2.0,1301.0,2300.0,1901.0,1.0,B2,261000.0,42272.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3053.0,5.0, ,B9,509 EAST 183 STREET                      ,            ,10458.0,2.0,0.0,2.0,1420.0,2805.0,1901.0,1.0,B9,393600.0,42095.0
2.0,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1.0,3053.0,109.0, ,B3,2315 BASSFORD AVENUE                     ,            ,10458.0,2.0,0.0,2.0,1202.0,1966.0,1901.0,1.0,B3,232215.0,42234.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3037.0,107.0, ,C0,459 EAST 181 STREET                      ,            ,10457.0,3.0,0.0,3.0,1095.0,2779.0,2006.0,1.0,C0,100.0,42079.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3038.0,125.0, ,C0,468 E 183 STREET                         ,            ,10458.0,3.0,0.0,3.0,1216.0,2916.0,2004.0,1.0,C0,435919.0,42153.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3038.0,126.0, ,C0,470 EAST 183RD STREET                    ,            ,10458.0,3.0,0.0,3.0,1278.0,2955.0,2004.0,1.0,C0,0.0,42298.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3038.0,126.0, ,C0,470 EAST 183 STREET                      ,            ,10458.0,3.0,0.0,3.0,1278.0,2955.0,2004.0,1.0,C0,400000.0,42173.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3047.0,29.0, ,C0,2108 BATHGATE AVENUE                     ,            ,10457.0,3.0,0.0,3.0,1650.0,3316.0,2005.0,1.0,C0,0.0,42256.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3047.0,29.0, ,C0,2108 BATHGATE                            ,            ,10457.0,3.0,0.0,3.0,1650.0,3316.0,2005.0,1.0,C0,452000.0,42256.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3050.0,28.0, ,C0,2265 BASSFORD AVENUE                     ,            ,10457.0,3.0,0.0,3.0,1250.0,2730.0,2003.0,1.0,C0,692258.0,42065.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3050.0,128.0, ,C0,2263 BASSFORD AVENUE                     ,            ,10457.0,3.0,0.0,3.0,1250.0,2730.0,2003.0,1.0,C0,581540.0,42100.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3050.0,129.0, ,C0,2261 BASSFORD AVENUE                     ,            ,10457.0,3.0,0.0,3.0,1739.0,2730.0,2003.0,1.0,C0,658620.0,42135.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3053.0,120.0, ,C0,504 EAST 184 STREET                      ,            ,10458.0,3.0,0.0,3.0,1334.0,2936.0,2005.0,1.0,C0,455000.0,42121.0
2.0,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1.0,3053.0,122.0, ,C0,508 EAST 184TH STREET                    ,            ,10458.0,3.0,0.0,3.0,1269.0,2936.0,2005.0,1.0,C0,457314.0,42251.0
2.0,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,2912.0,161.0, ,V3,CLAREMONT PARKWAY                        ,            ,10457.0,0.0,0.0,0.0,29400.0,0.0,0.0,1.0,V3,75000.0,42361.0
2.0,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3050.0,78.0, ,V0,BATHGATE AVENUE                          ,            ,10457.0,0.0,0.0,0.0,2025.0,0.0,0.0,1.0,V0,0.0,42335.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032.0,3.0, ,C1,2408 WEBSTER AVENUE                      ,            ,10458.0,8.0,0.0,8.0,3441.0,9240.0,1909.0,2.0,C1,1150000.0,42248.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032.0,6.0, ,C7,2420 WEBSTER AVENUE                      ,            ,10458.0,8.0,1.0,9.0,4444.0,9333.0,1909.0,2.0,C7,1150000.0,42248.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032.0,54.0, ,C1,4683 PARK AVENUE                         ,            ,10458.0,8.0,0.0,8.0,4025.0,9600.0,1910.0,2.0,C1,0.0,42020.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2.0,3040.0,10.0, ,C1,452 EAST 187 STREET                      ,            ,10458.0,27.0,0.0,27.0,5000.0,22000.0,1926.0,2.0,C1,2800000.0,42116.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2.0,3048.0,31.0, ,C7,550 EAST 182 STREET                      ,            ,10457.0,22.0,2.0,24.0,4009.0,18000.0,1913.0,2.0,C7,3100000.0,42142.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2.0,3050.0,8.0, ,C1,2235 BASSFORD AVENUE                     ,            ,10457.0,33.0,0.0,33.0,5592.0,28000.0,1925.0,2.0,C1,4250000.0,42129.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2.0,3050.0,20.0, ,C1,2268 WASHINGTON AVENUE                   ,            ,10457.0,20.0,0.0,20.0,4750.0,14900.0,1910.0,2.0,C1,0.0,42122.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3050.0,101.0, ,C1,2252 BASSFORD AVENUE                     ,            ,10457.0,8.0,0.0,8.0,2692.0,8820.0,1910.0,2.0,C1,1355000.0,42017.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2.0,3053.0,25.0, ,C1,505 EAST 184TH STREET                    ,            ,10458.0,32.0,0.0,32.0,5148.0,22550.0,1910.0,2.0,C1,0.0,42122.0
2.0,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2.0,3053.0,74.0, ,C7,2334 WASHINGTON AVE                      ,            ,10458.0,32.0,2.0,34.0,6675.0,32400.0,1920.0,2.0,C7,2768644.0,42115.0
2.0,BATHGATE                 ,08  RENTALS - ELEVATOR APARTMENTS           ,2.0,3050.0,76.0, ,D1,2265 BATHGATE AVENUE                     ,            ,10457.0,17.0,0.0,17.0,4088.0,16086.0,2012.0,2.0,D1,0.0,42335.0
2.0,BATHGATE                 ,09  COOPS - WALKUP APARTMENTS               ,2.0,3045.0,19.0, ,C6,"2072 BATHGATE AVENUE, 8                  ",            ,10457.0,0.0,0.0,0.0,0.0,0.0,1911.0,2.0,C6,30000.0,42142.0
2.0,BATHGATE                 ,10  COOPS - ELEVATOR APARTMENTS             ,2.0,3035.0,48.0, ,D4,"463 EAST 178TH STREET, 5B                ",            ,10457.0,0.0,0.0,0.0,0.0,0.0,1935.0,2.0,D4,35000.0,42300.0
2.0,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2B,2924.0,36.0, ,S9,4175 THIRD AVENUE                        ,            ,10457.0,6.0,2.0,8.0,2400.0,7124.0,1931.0,2.0,S9,1125000.0,42041.0
2.0,BATHGATE                 ,21  OFFICE BUILDINGS                        ,4.0,2919.0,50.0, ,O7,505 CLAREMONT PARKWAY                    ,            ,10457.0,0.0,1.0,1.0,1826.0,1728.0,1930.0,4.0,O7,0.0,42326.0
2.0,BATHGATE                 ,21  OFFICE BUILDINGS                        ,4.0,3043.0,8.0, ,O5,1932 WASHINGTON AVENUE                   ,            ,10457.0,0.0,1.0,1.0,4525.0,18000.0,1931.0,4.0,O5,2650000.0,42345.0
2.0,BATHGATE                 ,22  STORE BUILDINGS                         ,4.0,2900.0,10.0, ,K1,1834 WEBSTER AVENUE                      ,            ,10457.0,0.0,1.0,1.0,5740.0,11480.0,1988.0,4.0,K1,0.0,42130.0
2.0,BATHGATE                 ,22  STORE BUILDINGS                         ,4.0,2909.0,28.0, ,K2,1891 WASHINGTON AVENUE                   ,            ,10457.0,0.0,1.0,1.0,1858.0,3198.0,1925.0,4.0,K2,0.0,42174.0
2.0,BATHGATE                 ,22  STORE BUILDINGS                         ,4.0,2909.0,29.0, ,K1,1889 WASHINGTON AVENUE                   ,            ,10457.0,0.0,1.0,1.0,1451.0,1451.0,1952.0,4.0,K1,0.0,42174.0
2.0,BATHGATE                 ,22  STORE BUILDINGS                         ,4.0,3027.0,16.0, ,K9,1940 WEBSTER AVENUE                      ,            ,10457.0,0.0,7.0,7.0,11963.0,16426.0,1943.0,4.0,K9,2100000.0,42034.0
2.0,BATHGATE                 ,22  STORE BUILDINGS                         ,4.0,3028.0,3.0, ,V1,1973 WEBSTER AVENUE                      ,            ,10457.0,0.0,2.0,2.0,17637.0,0.0,1930.0,4.0,K2,2800000.0,42324.0
2.0,BATHGATE                 ,22  STORE BUILDINGS                         ,4.0,3030.0,145.0, ,K1,2252 WEBSTER AVENUE                      ,            ,10457.0,0.0,3.0,3.0,6480.0,5750.0,1913.0,4.0,K1,1600000.0,42219.0
2.0,BATHGATE                 ,22  STORE BUILDINGS                         ,4.0,3039.0,21.0, ,K1,2345 WASHINGTON AVENUE                   ,            ,10458.0,0.0,1.0,1.0,4239.0,4239.0,1931.0,4.0,K1,1350000.0,42227.0
2.0,BATHGATE                 ,22  STORE BUILDINGS                         ,4.0,3053.0,28.0, ,K1,510 EAST 185 STREET                      ,            ,10458.0,0.0,1.0,1.0,21425.0,21250.0,1963.0,4.0,K1,4000000.0,42213.0
2.0,BATHGATE                 ,27  FACTORIES                               ,4.0,2906.0,63.0, ,F1,4010 PARK AVENUE                         ,            ,10457.0,0.0,2.0,2.0,33900.0,32500.0,1952.0,4.0,F1,2450000.0,42115.0
2.0,BATHGATE                 ,27  FACTORIES                               ,4.0,2918.0,34.0, ,F9,1869 BATHGATE AVENUE                     ,            ,10457.0,0.0,1.0,1.0,16682.0,16632.0,2001.0,4.0,F9,1400000.0,42368.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,2900.0,7.0, ,G1,1828 WEBSTER AVENUE                      ,            ,10457.0,0.0,1.0,1.0,8870.0,8870.0,1925.0,4.0,G2,3200000.0,42130.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,2900.0,12.0, ,G9,1838 WEBSTER AVENUE                      ,            ,10457.0,0.0,2.0,2.0,8444.0,1600.0,1900.0,4.0,G9,0.0,42130.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3029.0,26.0, ,G2,2090 WEBSTER AVENUE                      ,            ,10457.0,0.0,1.0,1.0,4360.0,1200.0,1996.0,4.0,G2,575000.0,42297.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3031.0,54.0, ,G7,4607 PARK AVE                            ,            ,10458.0,0.0,0.0,0.0,3954.0,0.0,0.0,4.0,G7,480000.0,42123.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3031.0,56.0, ,G7,4603 PARK AVE                            ,            ,10458.0,0.0,0.0,0.0,3882.0,0.0,0.0,4.0,G7,480000.0,42123.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3031.0,57.0, ,G7,PARK AVENUE                              ,            ,10458.0,0.0,0.0,0.0,3817.0,0.0,1912.0,4.0,G7,480000.0,42123.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3031.0,59.0, ,G7,PARK AVENUE                              ,            ,10458.0,0.0,0.0,0.0,3745.0,0.0,0.0,4.0,G7,485000.0,42123.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3032.0,30.0, ,G7,408 EAST 189 STREET                      ,            ,10458.0,0.0,0.0,0.0,943.0,0.0,0.0,4.0,G7,245000.0,42116.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3032.0,37.0, ,G7,PARK AVENUE                              ,            ,10458.0,0.0,0.0,0.0,9375.0,0.0,0.0,4.0,G7,0.0,42025.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3032.0,129.0, ,G7,406 EAST 189 STREET                      ,            ,10458.0,0.0,0.0,0.0,1040.0,0.0,0.0,4.0,G7,115000.0,42219.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3032.0,129.0, ,G7,406 EAST 189 STREET                      ,            ,10458.0,0.0,0.0,0.0,1040.0,0.0,0.0,4.0,G7,48200.0,42124.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3035.0,3.0, ,G7,443 EAST 178 STREET                      ,            ,10457.0,0.0,0.0,0.0,1300.0,0.0,0.0,4.0,G7,0.0,42356.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3035.0,4.0, ,G7,N/A EAST 178 STREET                      ,            ,10457.0,0.0,0.0,0.0,1299.0,0.0,0.0,4.0,G7,0.0,42356.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3035.0,60.0, ,G7,N/A EAST 178 STREET                      ,            ,10457.0,0.0,0.0,0.0,1299.0,0.0,0.0,4.0,G7,0.0,42356.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3035.0,61.0, ,G7,449 EAST 178 STREET                      ,            ,10457.0,0.0,0.0,0.0,1287.0,0.0,0.0,4.0,G7,0.0,42356.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3036.0,30.0, ,G7,454 EAST 180 STREET                      ,            ,10457.0,0.0,0.0,0.0,3448.0,0.0,0.0,4.0,G7,600000.0,42310.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3036.0,31.0, ,G7,456 EAST 180 STREET                      ,            ,10457.0,0.0,0.0,0.0,5533.0,0.0,0.0,4.0,G7,0.0,42310.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3038.0,20.0, ,G7,456 EAST 183 STREET                      ,            ,10458.0,0.0,0.0,0.0,1485.0,0.0,0.0,4.0,G7,0.0,42160.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3039.0,37.0, ,G6,453 EAST 184 STREET                      ,            ,10458.0,0.0,0.0,0.0,5000.0,0.0,0.0,4.0,G6,0.0,42234.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3039.0,37.0, ,G6,453 EAST 184 STREET                      ,            ,10458.0,0.0,0.0,0.0,5000.0,0.0,0.0,4.0,G6,100000.0,42186.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3045.0,25.0, ,G7,2086 BATHGATE AVENUE                     ,            ,10457.0,0.0,0.0,0.0,1163.0,0.0,0.0,4.0,G7,125000.0,42306.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3045.0,26.0, ,G7,2088 BATHGATE AVENUE                     ,            ,10457.0,0.0,0.0,0.0,1139.0,0.0,0.0,4.0,G7,0.0,42306.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3045.0,49.0, ,G7,3 AVENUE                                 ,            ,10457.0,0.0,0.0,0.0,9344.0,0.0,0.0,4.0,G7,0.0,42170.0
2.0,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4.0,3051.0,49.0, ,G2,4477 3 AVENUE                            ,            ,10457.0,0.0,1.0,1.0,7250.0,7250.0,1931.0,4.0,G9,2150000.0,42151.0
2.0,BATHGATE                 ,30  WAREHOUSES                              ,4.0,2907.0,6.0, ,E1,4044-4046 PARK AVENUE                    ,            ,10457.0,0.0,1.0,1.0,7500.0,12430.0,1925.0,4.0,E1,0.0,42342.0
2.0,BATHGATE                 ,30  WAREHOUSES                              ,4.0,2907.0,63.0, ,E1,453 EAST 174 STREET                      ,            ,10457.0,0.0,1.0,1.0,5029.0,5000.0,1954.0,4.0,E1,0.0,42342.0
2.0,BATHGATE                 ,30  WAREHOUSES                              ,4.0,3045.0,54.0, ,E1,4315 3 AVENUE                            ,            ,10457.0,0.0,1.0,1.0,9750.0,19256.0,1925.0,4.0,E1,0.0,42170.0
2.0,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4.0,3027.0,1.0, ,V1,4215 PARK AVENUE                         ,            ,10457.0,0.0,12.0,12.0,58771.0,0.0,1943.0,4.0,V1,6927600.0,42360.0
2.0,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4.0,3034.0,23.0, ,V1,448 EAST 178 STREET                      ,            ,10457.0,0.0,0.0,0.0,2598.0,0.0,0.0,4.0,V1,0.0,42356.0
2.0,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4.0,3034.0,24.0, ,V1,N/A EAST 178 STREET                      ,            ,10457.0,0.0,0.0,0.0,3240.0,0.0,0.0,4.0,V1,0.0,42356.0
2.0,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4.0,3043.0,46.0, ,V1,1904 BATHGATE AVENUE                     ,            ,10457.0,0.0,0.0,0.0,2115.0,0.0,0.0,4.0,V1,0.0,42219.0
2.0,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4.0,3051.0,26.0, ,V1,536 EAST 183 STREET                      ,            ,10458.0,0.0,0.0,0.0,3807.0,0.0,0.0,4.0,V1,400000.0,42215.0
2.0,BATHGATE                 ,32  HOSPITAL AND HEALTH FACILITIES          ,4.0,3051.0,45.0, ,I5,4487 3 AVENUE                            ,            ,10457.0,0.0,1.0,1.0,19980.0,67815.0,1999.0,4.0,I5,0.0,42296.0
2.0,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4.0,2900.0,1.0, ,Z9,1816 WEBSTER AVENUE                      ,            ,10457.0,0.0,0.0,0.0,3082.0,0.0,0.0,4.0,Z9,225000.0,42139.0
2.0,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4.0,2909.0,26.0, ,Z9,1893 WASHINGTON AVENUE                   ,            ,10457.0,0.0,0.0,0.0,2673.0,0.0,0.0,4.0,Z9,450000.0,42174.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4707.0,59.0, ,A5,1108 EAST 213TH STREET                   ,            ,10469.0,1.0,0.0,1.0,1494.0,1512.0,1950.0,1.0,A5,72500.0,42082.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4707.0,59.0, ,A5,1108 EAST 213TH STREET                   ,            ,10469.0,1.0,0.0,1.0,1494.0,1512.0,1950.0,1.0,A5,72500.0,42079.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4707.0,62.0, ,A5,1114 EAST 213 STREET                     ,            ,10469.0,1.0,0.0,1.0,1914.0,1386.0,1950.0,1.0,A5,301600.0,42093.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4709.0,49.0, ,A5,1138 EAST 215TH STREET                   ,            ,10469.0,1.0,0.0,1.0,1710.0,1732.0,1945.0,1.0,A5,345360.0,42017.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4709.0,50.0, ,A5,1142 EAST 215TH STREET                   ,            ,10469.0,1.0,0.0,1.0,1710.0,1732.0,1945.0,1.0,A5,185000.0,42053.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4709.0,150.0, ,A5,1146 E. 215TH STREET                     ,            ,10469.0,1.0,0.0,1.0,1710.0,1732.0,1945.0,1.0,A5,386900.0,42247.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4709.0,150.0, ,A5,1146 EAST 215 STREET                     ,            ,10469.0,1.0,0.0,1.0,1710.0,1732.0,1945.0,1.0,A5,210000.0,42012.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4711.0,99.0, ,A5,1315 HICKS STREET                        ,            ,10469.0,1.0,0.0,1.0,1710.0,1701.0,1950.0,1.0,A5,330000.0,42312.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4711.0,100.0, ,A5,1313 HICKS STREET                        ,            ,10469.0,1.0,0.0,1.0,1710.0,1701.0,1950.0,1.0,A5,386000.0,42173.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4715.0,79.0, ,A9,1451 STICKNEY PLACE                      ,            ,10469.0,1.0,0.0,1.0,1638.0,1690.0,1950.0,1.0,A9,0.0,42048.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4723.0,6.0, ,A2,3477 MICKLE AVENUE                       ,            ,10469.0,1.0,0.0,1.0,1918.0,1024.0,1945.0,1.0,A2,156750.0,42324.0
2.0,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1.0,4724.0,6.0, ,A2,3487 KINGSLAND AVENUE                    ,            ,10469.0,1.0,0.0,1.0,2288.0,1480.0,1925.0,1.0,A2,330000.0,42297.0
